"","date","mmwr_year","mmwr_week","state","state_name","pop","region","region_name","cases","hosp","booster","series","deaths"
"1",2020-01-25,2020,4,"AK","Alaska",732441,"10","Pacific Northwest",0,0,0,0,0
"2",2020-02-01,2020,5,"AK","Alaska",732441,"10","Pacific Northwest",0,0,0,0,0
"3",2020-02-08,2020,6,"AK","Alaska",732441,"10","Pacific Northwest",0,0,0,0,0
"4",2020-02-15,2020,7,"AK","Alaska",732441,"10","Pacific Northwest",0,0,0,0,0
"5",2020-02-22,2020,8,"AK","Alaska",732441,"10","Pacific Northwest",0,0,0,0,0
"6",2020-02-29,2020,9,"AK","Alaska",732441,"10","Pacific Northwest",0,0,0,0,0
"7",2020-03-07,2020,10,"AK","Alaska",732441,"10","Pacific Northwest",0,0,0,0,0
"8",2020-03-14,2020,11,"AK","Alaska",732441,"10","Pacific Northwest",11,0,0,0,0
"9",2020-03-21,2020,12,"AK","Alaska",732441,"10","Pacific Northwest",52,0,0,0,0
"10",2020-03-28,2020,13,"AK","Alaska",732441,"10","Pacific Northwest",86,0,0,0,0
"11",2020-04-04,2020,14,"AK","Alaska",732441,"10","Pacific Northwest",86,0,0,0,0
"12",2020-04-11,2020,15,"AK","Alaska",732441,"10","Pacific Northwest",65,0,0,0,0
"13",2020-04-18,2020,16,"AK","Alaska",732441,"10","Pacific Northwest",37,0,0,0,0
"14",2020-04-25,2020,17,"AK","Alaska",732441,"10","Pacific Northwest",18,0,0,0,0
"15",2020-05-02,2020,18,"AK","Alaska",732441,"10","Pacific Northwest",19,0,0,0,0
"16",2020-05-09,2020,19,"AK","Alaska",732441,"10","Pacific Northwest",15,0,0,0,0
"17",2020-05-16,2020,20,"AK","Alaska",732441,"10","Pacific Northwest",15,0,0,0,0
"18",2020-05-23,2020,21,"AK","Alaska",732441,"10","Pacific Northwest",23,0,0,0,0
"19",2020-05-30,2020,22,"AK","Alaska",732441,"10","Pacific Northwest",91,0,0,0,0
"20",2020-06-06,2020,23,"AK","Alaska",732441,"10","Pacific Northwest",98,0,0,0,0
"21",2020-06-13,2020,24,"AK","Alaska",732441,"10","Pacific Northwest",97,0,0,0,0
"22",2020-06-20,2020,25,"AK","Alaska",732441,"10","Pacific Northwest",108,0,0,0,0
"23",2020-06-27,2020,26,"AK","Alaska",732441,"10","Pacific Northwest",199,0,0,0,0
"24",2020-07-04,2020,27,"AK","Alaska",732441,"10","Pacific Northwest",253,0,0,0,0
"25",2020-07-11,2020,28,"AK","Alaska",732441,"10","Pacific Northwest",421,0,0,0,0
"26",2020-07-18,2020,29,"AK","Alaska",732441,"10","Pacific Northwest",508,0,0,0,0
"27",2020-07-25,2020,30,"AK","Alaska",732441,"10","Pacific Northwest",684,0,0,0,0
"28",2020-08-01,2020,31,"AK","Alaska",732441,"10","Pacific Northwest",601,5,0,0,0
"29",2020-08-08,2020,32,"AK","Alaska",732441,"10","Pacific Northwest",491,28,0,0,0
"30",2020-08-15,2020,33,"AK","Alaska",732441,"10","Pacific Northwest",558,22,0,0,0
"31",2020-08-22,2020,34,"AK","Alaska",732441,"10","Pacific Northwest",465,31,0,0,0
"32",2020-08-29,2020,35,"AK","Alaska",732441,"10","Pacific Northwest",474,31,0,0,0
"33",2020-09-05,2020,36,"AK","Alaska",732441,"10","Pacific Northwest",547,35,0,0,0
"34",2020-09-12,2020,37,"AK","Alaska",732441,"10","Pacific Northwest",529,30,0,0,0
"35",2020-09-19,2020,38,"AK","Alaska",732441,"10","Pacific Northwest",642,38,0,0,0
"36",2020-09-26,2020,39,"AK","Alaska",732441,"10","Pacific Northwest",833,35,0,0,0
"37",2020-10-03,2020,40,"AK","Alaska",732441,"10","Pacific Northwest",1020,33,0,0,0
"38",2020-10-10,2020,41,"AK","Alaska",732441,"10","Pacific Northwest",1341,38,0,0,0
"39",2020-10-17,2020,42,"AK","Alaska",732441,"10","Pacific Northwest",1538,62,0,0,10
"40",2020-10-24,2020,43,"AK","Alaska",732441,"10","Pacific Northwest",2614,54,0,0,0
"41",2020-10-31,2020,44,"AK","Alaska",732441,"10","Pacific Northwest",2727,69,0,0,10
"42",2020-11-07,2020,45,"AK","Alaska",732441,"10","Pacific Northwest",3598,91,0,0,0
"43",2020-11-14,2020,46,"AK","Alaska",732441,"10","Pacific Northwest",4316,121,0,0,16
"44",2020-11-21,2020,47,"AK","Alaska",732441,"10","Pacific Northwest",4112,121,0,0,15
"45",2020-11-28,2020,48,"AK","Alaska",732441,"10","Pacific Northwest",4524,154,0,0,21
"46",2020-12-05,2020,49,"AK","Alaska",732441,"10","Pacific Northwest",4622,134,0,0,31
"47",2020-12-12,2020,50,"AK","Alaska",732441,"10","Pacific Northwest",3417,102,0,0,24
"48",2020-12-19,2020,51,"AK","Alaska",732441,"10","Pacific Northwest",2223,100,0,46,20
"49",2020-12-26,2020,52,"AK","Alaska",732441,"10","Pacific Northwest",1724,60,0,69,24
"50",2021-01-02,2020,53,"AK","Alaska",732441,"10","Pacific Northwest",2026,69,0,114,0
"51",2021-01-09,2021,1,"AK","Alaska",732673,"10","Pacific Northwest",1973,76,0,8396,13
"52",2021-01-16,2021,2,"AK","Alaska",732673,"10","Pacific Northwest",1377,54,0,13560,0
"53",2021-01-23,2021,3,"AK","Alaska",732673,"10","Pacific Northwest",1181,35,0,20111,0
"54",2021-01-30,2021,4,"AK","Alaska",732673,"10","Pacific Northwest",946,29,0,30926,0
"55",2021-02-06,2021,5,"AK","Alaska",732673,"10","Pacific Northwest",989,25,0,54621,0
"56",2021-02-13,2021,6,"AK","Alaska",732673,"10","Pacific Northwest",807,26,0,82561,0
"57",2021-02-20,2021,7,"AK","Alaska",732673,"10","Pacific Northwest",885,37,0,103188,0
"58",2021-02-27,2021,8,"AK","Alaska",732673,"10","Pacific Northwest",876,33,0,119627,0
"59",2021-03-06,2021,9,"AK","Alaska",732673,"10","Pacific Northwest",910,30,0,142789,0
"60",2021-03-13,2021,10,"AK","Alaska",732673,"10","Pacific Northwest",914,31,0,159723,0
"61",2021-03-20,2021,11,"AK","Alaska",732673,"10","Pacific Northwest",944,42,0,175968,0
"62",2021-03-27,2021,12,"AK","Alaska",732673,"10","Pacific Northwest",1186,33,0,193406,0
"63",2021-04-03,2021,13,"AK","Alaska",732673,"10","Pacific Northwest",1208,45,0,219138,0
"64",2021-04-10,2021,14,"AK","Alaska",732673,"10","Pacific Northwest",1113,43,0,252436,0
"65",2021-04-17,2021,15,"AK","Alaska",732673,"10","Pacific Northwest",1146,33,0,272790,0
"66",2021-04-24,2021,16,"AK","Alaska",732673,"10","Pacific Northwest",1042,50,0,285570,0
"67",2021-05-01,2021,17,"AK","Alaska",732673,"10","Pacific Northwest",731,48,0,296198,0
"68",2021-05-08,2021,18,"AK","Alaska",732673,"10","Pacific Northwest",565,33,0,305121,13
"69",2021-05-15,2021,19,"AK","Alaska",732673,"10","Pacific Northwest",453,31,0,313577,10
"70",2021-05-22,2021,20,"AK","Alaska",732673,"10","Pacific Northwest",297,16,0,320554,0
"71",2021-05-29,2021,21,"AK","Alaska",732673,"10","Pacific Northwest",230,16,0,326413,0
"72",2021-06-05,2021,22,"AK","Alaska",732673,"10","Pacific Northwest",185,25,0,335235,0
"73",2021-06-12,2021,23,"AK","Alaska",732673,"10","Pacific Northwest",155,17,0,344302,0
"74",2021-06-19,2021,24,"AK","Alaska",732673,"10","Pacific Northwest",237,9,0,350686,0
"75",2021-06-26,2021,25,"AK","Alaska",732673,"10","Pacific Northwest",257,13,0,355354,0
"76",2021-07-03,2021,26,"AK","Alaska",732673,"10","Pacific Northwest",313,18,0,359157,0
"77",2021-07-10,2021,27,"AK","Alaska",732673,"10","Pacific Northwest",572,36,0,362219,0
"78",2021-07-17,2021,28,"AK","Alaska",732673,"10","Pacific Northwest",1199,46,0,365207,0
"79",2021-07-24,2021,29,"AK","Alaska",732673,"10","Pacific Northwest",1546,76,0,367909,0
"80",2021-07-31,2021,30,"AK","Alaska",732673,"10","Pacific Northwest",1892,91,0,370585,16
"81",2021-08-07,2021,31,"AK","Alaska",732673,"10","Pacific Northwest",2112,85,0,373279,26
"82",2021-08-14,2021,32,"AK","Alaska",732673,"10","Pacific Northwest",3001,123,78,376583,23
"83",2021-08-21,2021,33,"AK","Alaska",732673,"10","Pacific Northwest",3357,122,1376,380405,23
"84",2021-08-28,2021,34,"AK","Alaska",732673,"10","Pacific Northwest",3651,131,3384,384491,22
"85",2021-09-04,2021,35,"AK","Alaska",732673,"10","Pacific Northwest",4264,154,5336,388448,38
"86",2021-09-11,2021,36,"AK","Alaska",732673,"10","Pacific Northwest",4887,199,7422,392441,31
"87",2021-09-18,2021,37,"AK","Alaska",732673,"10","Pacific Northwest",6258,192,9287,396747,42
"88",2021-09-25,2021,38,"AK","Alaska",732673,"10","Pacific Northwest",8436,182,13027,401056,55
"89",2021-10-02,2021,39,"AK","Alaska",732673,"10","Pacific Northwest",5744,156,25280,406463,57
"90",2021-10-09,2021,40,"AK","Alaska",732673,"10","Pacific Northwest",6177,147,35143,410537,43
"91",2021-10-16,2021,41,"AK","Alaska",732673,"10","Pacific Northwest",5530,188,42824,413956,44
"92",2021-10-23,2021,42,"AK","Alaska",732673,"10","Pacific Northwest",4625,183,52242,416823,50
"93",2021-10-30,2021,43,"AK","Alaska",732673,"10","Pacific Northwest",4134,174,69220,419462,59
"94",2021-11-06,2021,44,"AK","Alaska",732673,"10","Pacific Northwest",3391,120,84365,422152,38
"95",2021-11-13,2021,45,"AK","Alaska",732673,"10","Pacific Northwest",2919,142,96002,424387,25
"96",2021-11-20,2021,46,"AK","Alaska",732673,"10","Pacific Northwest",2349,92,107553,426576,25
"97",2021-11-27,2021,47,"AK","Alaska",732673,"10","Pacific Northwest",1716,80,115829,429445,29
"98",2021-12-04,2021,48,"AK","Alaska",732673,"10","Pacific Northwest",1510,62,128162,436490,17
"99",2021-12-11,2021,49,"AK","Alaska",732673,"10","Pacific Northwest",1219,60,138450,440837,17
"100",2021-12-18,2021,50,"AK","Alaska",732673,"10","Pacific Northwest",1046,58,147786,443468,0
"101",2021-12-25,2021,51,"AK","Alaska",732673,"10","Pacific Northwest",2080,45,154458,445154,10
"102",2020-01-25,2020,4,"AL","Alabama",5024803,"4","Southeast",0,0,0,0,0
"103",2020-02-01,2020,5,"AL","Alabama",5024803,"4","Southeast",0,0,0,0,0
"104",2020-02-08,2020,6,"AL","Alabama",5024803,"4","Southeast",0,0,0,0,0
"105",2020-02-15,2020,7,"AL","Alabama",5024803,"4","Southeast",0,0,0,0,0
"106",2020-02-22,2020,8,"AL","Alabama",5024803,"4","Southeast",0,0,0,0,0
"107",2020-02-29,2020,9,"AL","Alabama",5024803,"4","Southeast",0,0,0,0,0
"108",2020-03-07,2020,10,"AL","Alabama",5024803,"4","Southeast",3,0,0,0,0
"109",2020-03-14,2020,11,"AL","Alabama",5024803,"4","Southeast",58,0,0,0,0
"110",2020-03-21,2020,12,"AL","Alabama",5024803,"4","Southeast",411,0,0,0,0
"111",2020-03-28,2020,13,"AL","Alabama",5024803,"4","Southeast",703,0,0,0,23
"112",2020-04-04,2020,14,"AL","Alabama",5024803,"4","Southeast",1439,0,0,0,49
"113",2020-04-11,2020,15,"AL","Alabama",5024803,"4","Southeast",1693,0,0,0,81
"114",2020-04-18,2020,16,"AL","Alabama",5024803,"4","Southeast",1385,0,0,0,89
"115",2020-04-25,2020,17,"AL","Alabama",5024803,"4","Southeast",1287,0,0,0,85
"116",2020-05-02,2020,18,"AL","Alabama",5024803,"4","Southeast",1790,0,0,0,81
"117",2020-05-09,2020,19,"AL","Alabama",5024803,"4","Southeast",2053,0,0,0,116
"118",2020-05-16,2020,20,"AL","Alabama",5024803,"4","Southeast",2364,0,0,0,96
"119",2020-05-23,2020,21,"AL","Alabama",5024803,"4","Southeast",3077,0,0,0,82
"120",2020-05-30,2020,22,"AL","Alabama",5024803,"4","Southeast",2691,0,0,0,103
"121",2020-06-06,2020,23,"AL","Alabama",5024803,"4","Southeast",3705,0,0,0,91
"122",2020-06-13,2020,24,"AL","Alabama",5024803,"4","Southeast",5282,0,0,0,81
"123",2020-06-20,2020,25,"AL","Alabama",5024803,"4","Southeast",4937,0,0,0,88
"124",2020-06-27,2020,26,"AL","Alabama",5024803,"4","Southeast",6769,0,0,0,103
"125",2020-07-04,2020,27,"AL","Alabama",5024803,"4","Southeast",8502,0,0,0,125
"126",2020-07-11,2020,28,"AL","Alabama",5024803,"4","Southeast",12045,0,0,0,135
"127",2020-07-18,2020,29,"AL","Alabama",5024803,"4","Southeast",12400,0,0,0,192
"128",2020-07-25,2020,30,"AL","Alabama",5024803,"4","Southeast",12058,0,0,0,251
"129",2020-08-01,2020,31,"AL","Alabama",5024803,"4","Southeast",10671,116,0,0,263
"130",2020-08-08,2020,32,"AL","Alabama",5024803,"4","Southeast",8896,664,0,0,264
"131",2020-08-15,2020,33,"AL","Alabama",5024803,"4","Southeast",7477,659,0,0,230
"132",2020-08-22,2020,34,"AL","Alabama",5024803,"4","Southeast",8208,775,0,0,209
"133",2020-08-29,2020,35,"AL","Alabama",5024803,"4","Southeast",8336,854,0,0,185
"134",2020-09-05,2020,36,"AL","Alabama",5024803,"4","Southeast",5821,829,0,0,156
"135",2020-09-12,2020,37,"AL","Alabama",5024803,"4","Southeast",6362,750,0,0,138
"136",2020-09-19,2020,38,"AL","Alabama",5024803,"4","Southeast",6474,703,0,0,139
"137",2020-09-26,2020,39,"AL","Alabama",5024803,"4","Southeast",7875,778,0,0,105
"138",2020-10-03,2020,40,"AL","Alabama",5024803,"4","Southeast",6313,718,0,0,111
"139",2020-10-10,2020,41,"AL","Alabama",5024803,"4","Southeast",7535,771,0,0,137
"140",2020-10-17,2020,42,"AL","Alabama",5024803,"4","Southeast",7985,853,0,0,126
"141",2020-10-24,2020,43,"AL","Alabama",5024803,"4","Southeast",12170,980,0,0,119
"142",2020-10-31,2020,44,"AL","Alabama",5024803,"4","Southeast",10152,1086,0,0,131
"143",2020-11-07,2020,45,"AL","Alabama",5024803,"4","Southeast",9710,1071,0,0,151
"144",2020-11-14,2020,46,"AL","Alabama",5024803,"4","Southeast",14851,1269,0,0,176
"145",2020-11-21,2020,47,"AL","Alabama",5024803,"4","Southeast",15830,1346,0,0,168
"146",2020-11-28,2020,48,"AL","Alabama",5024803,"4","Southeast",17510,1478,0,0,202
"147",2020-12-05,2020,49,"AL","Alabama",5024803,"4","Southeast",23359,1888,0,0,251
"148",2020-12-12,2020,50,"AL","Alabama",5024803,"4","Southeast",25453,2129,0,0,378
"149",2020-12-19,2020,51,"AL","Alabama",5024803,"4","Southeast",28929,2460,0,39,390
"150",2020-12-26,2020,52,"AL","Alabama",5024803,"4","Southeast",22251,2563,0,83,452
"151",2021-01-02,2020,53,"AL","Alabama",5024803,"4","Southeast",27365,2732,0,281,0
"152",2021-01-09,2021,1,"AL","Alabama",5039877,"4","Southeast",26811,2945,0,9180,548
"153",2021-01-16,2021,2,"AL","Alabama",5039877,"4","Southeast",18659,2655,0,20554,596
"154",2021-01-23,2021,3,"AL","Alabama",5039877,"4","Southeast",19432,2195,0,36564,583
"155",2021-01-30,2021,4,"AL","Alabama",5039877,"4","Southeast",15974,1808,0,66131,490
"156",2021-02-06,2021,5,"AL","Alabama",5039877,"4","Southeast",10954,1527,0,108703,347
"157",2021-02-13,2021,6,"AL","Alabama",5039877,"4","Southeast",7162,1215,0,169151,265
"158",2021-02-20,2021,7,"AL","Alabama",5039877,"4","Southeast",6988,918,0,253749,214
"159",2021-02-27,2021,8,"AL","Alabama",5039877,"4","Southeast",6979,718,0,346095,170
"160",2021-03-06,2021,9,"AL","Alabama",5039877,"4","Southeast",4256,557,0,452720,110
"161",2021-03-13,2021,10,"AL","Alabama",5039877,"4","Southeast",8065,461,0,550572,104
"162",2021-03-20,2021,11,"AL","Alabama",5039877,"4","Southeast",3204,516,0,624630,81
"163",2021-03-27,2021,12,"AL","Alabama",5039877,"4","Southeast",2684,459,0,691692,78
"164",2021-04-03,2021,13,"AL","Alabama",5039877,"4","Southeast",2095,393,0,783608,67
"165",2021-04-10,2021,14,"AL","Alabama",5039877,"4","Southeast",3311,380,0,908273,53
"166",2021-04-17,2021,15,"AL","Alabama",5039877,"4","Southeast",3546,363,0,1039222,43
"167",2021-04-24,2021,16,"AL","Alabama",5039877,"4","Southeast",2780,459,0,1168134,45
"168",2021-05-01,2021,17,"AL","Alabama",5039877,"4","Southeast",2374,394,0,1280460,46
"169",2021-05-08,2021,18,"AL","Alabama",5039877,"4","Southeast",2289,458,0,1375518,63
"170",2021-05-15,2021,19,"AL","Alabama",5039877,"4","Southeast",9142,486,0,1451065,50
"171",2021-05-22,2021,20,"AL","Alabama",5039877,"4","Southeast",1938,361,0,1510839,50
"172",2021-05-29,2021,21,"AL","Alabama",5039877,"4","Southeast",1760,343,0,1548814,33
"173",2021-06-05,2021,22,"AL","Alabama",5039877,"4","Southeast",2241,269,0,1574156,36
"174",2021-06-12,2021,23,"AL","Alabama",5039877,"4","Southeast",1476,216,0,1618668,34
"175",2021-06-19,2021,24,"AL","Alabama",5039877,"4","Southeast",1091,185,0,1653644,24
"176",2021-06-26,2021,25,"AL","Alabama",5039877,"4","Southeast",1583,206,0,1674579,36
"177",2021-07-03,2021,26,"AL","Alabama",5039877,"4","Southeast",1932,480,0,1693273,22
"178",2021-07-10,2021,27,"AL","Alabama",5039877,"4","Southeast",3702,311,0,1711452,37
"179",2021-07-17,2021,28,"AL","Alabama",5039877,"4","Southeast",7331,503,0,1729506,43
"180",2021-07-24,2021,29,"AL","Alabama",5039877,"4","Southeast",13519,1076,0,1748197,63
"181",2021-07-31,2021,30,"AL","Alabama",5039877,"4","Southeast",18353,1782,0,1767149,109
"182",2021-08-07,2021,31,"AL","Alabama",5039877,"4","Southeast",23936,2043,0,1790258,226
"183",2021-08-14,2021,32,"AL","Alabama",5039877,"4","Southeast",26099,2528,606,1824306,345
"184",2021-08-21,2021,33,"AL","Alabama",5039877,"4","Southeast",19802,2551,11004,1876682,420
"185",2021-08-28,2021,34,"AL","Alabama",5039877,"4","Southeast",38767,2478,23240,1938528,477
"186",2021-09-04,2021,35,"AL","Alabama",5039877,"4","Southeast",27734,2625,33216,1996468,497
"187",2021-09-11,2021,36,"AL","Alabama",5039877,"4","Southeast",25739,2281,41096,2049573,548
"188",2021-09-18,2021,37,"AL","Alabama",5039877,"4","Southeast",20656,1814,48687,2105337,474
"189",2021-09-25,2021,38,"AL","Alabama",5039877,"4","Southeast",16224,1177,59262,2149320,410
"190",2021-10-02,2021,39,"AL","Alabama",5039877,"4","Southeast",9478,823,87327,2183651,366
"191",2021-10-09,2021,40,"AL","Alabama",5039877,"4","Southeast",6249,724,113822,2210283,259
"192",2021-10-16,2021,41,"AL","Alabama",5039877,"4","Southeast",5498,562,138730,2230618,217
"193",2021-10-23,2021,42,"AL","Alabama",5039877,"4","Southeast",12645,440,171632,2247927,157
"194",2021-10-30,2021,43,"AL","Alabama",5039877,"4","Southeast",4838,378,242757,2266208,99
"195",2021-11-06,2021,44,"AL","Alabama",5039877,"4","Southeast",3858,291,299924,2282253,85
"196",2021-11-13,2021,45,"AL","Alabama",5039877,"4","Southeast",3595,294,352051,2296937,86
"197",2021-11-20,2021,46,"AL","Alabama",5039877,"4","Southeast",3272,269,406809,2311551,51
"198",2021-11-27,2021,47,"AL","Alabama",5039877,"4","Southeast",2100,255,442783,2322086,59
"199",2021-12-04,2021,48,"AL","Alabama",5039877,"4","Southeast",3792,334,514926,2343351,69
"200",2021-12-11,2021,49,"AL","Alabama",5039877,"4","Southeast",4786,316,570483,2362851,56
"201",2021-12-18,2021,50,"AL","Alabama",5039877,"4","Southeast",6226,352,621367,2378833,71
"202",2021-12-25,2021,51,"AL","Alabama",5039877,"4","Southeast",19197,479,666886,2391623,74
"203",2020-01-25,2020,4,"AR","Arkansas",3012232,"6","South Central",0,0,0,0,0
"204",2020-02-01,2020,5,"AR","Arkansas",3012232,"6","South Central",1,0,0,0,0
"205",2020-02-08,2020,6,"AR","Arkansas",3012232,"6","South Central",3,0,0,0,0
"206",2020-02-15,2020,7,"AR","Arkansas",3012232,"6","South Central",1,0,0,0,0
"207",2020-02-22,2020,8,"AR","Arkansas",3012232,"6","South Central",3,0,0,0,0
"208",2020-02-29,2020,9,"AR","Arkansas",3012232,"6","South Central",0,0,0,0,0
"209",2020-03-07,2020,10,"AR","Arkansas",3012232,"6","South Central",8,0,0,0,0
"210",2020-03-14,2020,11,"AR","Arkansas",3012232,"6","South Central",70,0,0,0,0
"211",2020-03-21,2020,12,"AR","Arkansas",3012232,"6","South Central",279,0,0,0,0
"212",2020-03-28,2020,13,"AR","Arkansas",3012232,"6","South Central",374,0,0,0,0
"213",2020-04-04,2020,14,"AR","Arkansas",3012232,"6","South Central",490,0,0,0,11
"214",2020-04-11,2020,15,"AR","Arkansas",3012232,"6","South Central",668,0,0,0,14
"215",2020-04-18,2020,16,"AR","Arkansas",3012232,"6","South Central",901,0,0,0,12
"216",2020-04-25,2020,17,"AR","Arkansas",3012232,"6","South Central",699,0,0,0,14
"217",2020-05-02,2020,18,"AR","Arkansas",3012232,"6","South Central",649,0,0,0,22
"218",2020-05-09,2020,19,"AR","Arkansas",3012232,"6","South Central",723,0,0,0,24
"219",2020-05-16,2020,20,"AR","Arkansas",3012232,"6","South Central",925,0,0,0,0
"220",2020-05-23,2020,21,"AR","Arkansas",3012232,"6","South Central",1042,0,0,0,20
"221",2020-05-30,2020,22,"AR","Arkansas",3012232,"6","South Central",1876,0,0,0,19
"222",2020-06-06,2020,23,"AR","Arkansas",3012232,"6","South Central",2724,0,0,0,26
"223",2020-06-13,2020,24,"AR","Arkansas",3012232,"6","South Central",2682,0,0,0,34
"224",2020-06-20,2020,25,"AR","Arkansas",3012232,"6","South Central",4294,0,0,0,45
"225",2020-06-27,2020,26,"AR","Arkansas",3012232,"6","South Central",3365,0,0,0,47
"226",2020-07-04,2020,27,"AR","Arkansas",3012232,"6","South Central",3449,0,0,0,41
"227",2020-07-11,2020,28,"AR","Arkansas",3012232,"6","South Central",4108,0,0,0,47
"228",2020-07-18,2020,29,"AR","Arkansas",3012232,"6","South Central",4649,0,0,0,57
"229",2020-07-25,2020,30,"AR","Arkansas",3012232,"6","South Central",5594,0,0,0,74
"230",2020-08-01,2020,31,"AR","Arkansas",3012232,"6","South Central",5415,37,0,0,88
"231",2020-08-08,2020,32,"AR","Arkansas",3012232,"6","South Central",4779,449,0,0,91
"232",2020-08-15,2020,33,"AR","Arkansas",3012232,"6","South Central",4230,412,0,0,92
"233",2020-08-22,2020,34,"AR","Arkansas",3012232,"6","South Central",3913,425,0,0,99
"234",2020-08-29,2020,35,"AR","Arkansas",3012232,"6","South Central",4444,342,0,0,95
"235",2020-09-05,2020,36,"AR","Arkansas",3012232,"6","South Central",4874,328,0,0,88
"236",2020-09-12,2020,37,"AR","Arkansas",3012232,"6","South Central",4935,327,0,0,105
"237",2020-09-19,2020,38,"AR","Arkansas",3012232,"6","South Central",5589,369,0,0,81
"238",2020-09-26,2020,39,"AR","Arkansas",3012232,"6","South Central",5539,456,0,0,94
"239",2020-10-03,2020,40,"AR","Arkansas",3012232,"6","South Central",5183,448,0,0,116
"240",2020-10-10,2020,41,"AR","Arkansas",3012232,"6","South Central",6206,559,0,0,140
"241",2020-10-17,2020,42,"AR","Arkansas",3012232,"6","South Central",6427,604,0,0,147
"242",2020-10-24,2020,43,"AR","Arkansas",3012232,"6","South Central",7040,606,0,0,148
"243",2020-10-31,2020,44,"AR","Arkansas",3012232,"6","South Central",7168,596,0,0,147
"244",2020-11-07,2020,45,"AR","Arkansas",3012232,"6","South Central",10652,664,0,0,150
"245",2020-11-14,2020,46,"AR","Arkansas",3012232,"6","South Central",11340,790,0,0,195
"246",2020-11-21,2020,47,"AR","Arkansas",3012232,"6","South Central",12594,923,0,0,198
"247",2020-11-28,2020,48,"AR","Arkansas",3012232,"6","South Central",11911,910,0,0,232
"248",2020-12-05,2020,49,"AR","Arkansas",3012232,"6","South Central",15149,986,0,0,266
"249",2020-12-12,2020,50,"AR","Arkansas",3012232,"6","South Central",15451,1010,0,0,222
"250",2020-12-19,2020,51,"AR","Arkansas",3012232,"6","South Central",14873,1063,0,164,260
"251",2020-12-26,2020,52,"AR","Arkansas",3012232,"6","South Central",15229,1068,0,260,255
"252",2021-01-02,2020,53,"AR","Arkansas",3012232,"6","South Central",19429,1204,0,452,0
"253",2021-01-09,2021,1,"AR","Arkansas",3025891,"6","South Central",19328,1248,0,16765,263
"254",2021-01-16,2021,2,"AR","Arkansas",3025891,"6","South Central",14198,1135,0,30258,305
"255",2021-01-23,2021,3,"AR","Arkansas",3025891,"6","South Central",12587,1035,0,41035,291
"256",2021-01-30,2021,4,"AR","Arkansas",3025891,"6","South Central",11525,846,0,74028,222
"257",2021-02-06,2021,5,"AR","Arkansas",3025891,"6","South Central",9359,743,0,117214,172
"258",2021-02-13,2021,6,"AR","Arkansas",3025891,"6","South Central",4378,637,0,170705,132
"259",2021-02-20,2021,7,"AR","Arkansas",3025891,"6","South Central",3238,443,0,190992,100
"260",2021-02-27,2021,8,"AR","Arkansas",3025891,"6","South Central",7403,400,0,277215,88
"261",2021-03-06,2021,9,"AR","Arkansas",3025891,"6","South Central",2284,254,0,322563,74
"262",2021-03-13,2021,10,"AR","Arkansas",3025891,"6","South Central",2067,199,0,361253,53
"263",2021-03-20,2021,11,"AR","Arkansas",3025891,"6","South Central",1431,213,0,405043,41
"264",2021-03-27,2021,12,"AR","Arkansas",3025891,"6","South Central",1172,134,0,472501,35
"265",2021-04-03,2021,13,"AR","Arkansas",3025891,"6","South Central",1074,135,0,566246,21
"266",2021-04-10,2021,14,"AR","Arkansas",3025891,"6","South Central",1163,177,0,668711,27
"267",2021-04-17,2021,15,"AR","Arkansas",3025891,"6","South Central",1378,172,0,752670,17
"268",2021-04-24,2021,16,"AR","Arkansas",3025891,"6","South Central",1234,167,0,825869,15
"269",2021-05-01,2021,17,"AR","Arkansas",3025891,"6","South Central",1488,204,0,888034,20
"270",2021-05-08,2021,18,"AR","Arkansas",3025891,"6","South Central",1299,197,0,936363,22
"271",2021-05-15,2021,19,"AR","Arkansas",3025891,"6","South Central",1339,180,0,972588,29
"272",2021-05-22,2021,20,"AR","Arkansas",3025891,"6","South Central",1286,212,0,1001189,20
"273",2021-05-29,2021,21,"AR","Arkansas",3025891,"6","South Central",992,206,0,1022821,15
"274",2021-06-05,2021,22,"AR","Arkansas",3025891,"6","South Central",1251,175,0,1043113,21
"275",2021-06-12,2021,23,"AR","Arkansas",3025891,"6","South Central",1741,201,0,1066025,21
"276",2021-06-19,2021,24,"AR","Arkansas",3025891,"6","South Central",1908,266,0,1086220,32
"277",2021-06-26,2021,25,"AR","Arkansas",3025891,"6","South Central",2822,337,0,1101220,34
"278",2021-07-03,2021,26,"AR","Arkansas",3025891,"6","South Central",3771,401,0,1114443,44
"279",2021-07-10,2021,27,"AR","Arkansas",3025891,"6","South Central",7084,587,0,1126575,61
"280",2021-07-17,2021,28,"AR","Arkansas",3025891,"6","South Central",8272,704,0,1140309,76
"281",2021-07-24,2021,29,"AR","Arkansas",3025891,"6","South Central",12451,895,0,1155934,117
"282",2021-07-31,2021,30,"AR","Arkansas",3025891,"6","South Central",13834,1052,0,1173413,142
"283",2021-08-07,2021,31,"AR","Arkansas",3025891,"6","South Central",16339,1130,0,1197216,190
"284",2021-08-14,2021,32,"AR","Arkansas",3025891,"6","South Central",15039,1374,373,1233664,233
"285",2021-08-21,2021,33,"AR","Arkansas",3025891,"6","South Central",15663,1211,6098,1277723,232
"286",2021-08-28,2021,34,"AR","Arkansas",3025891,"6","South Central",14878,1103,11406,1320265,218
